n°,titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
28,Hack la crise,"#Hacklacrise rassemble la communauté du digital pour la lutte contre le covid-19 💊
Au programme : un hackathon de 48 heures  10 solutions innovantes prototypées  4 mentors dévoués  1 vision commune forte 100% #techforgood !
Rejoignez-nous à distance pour un #hackathoncovid-19 unique 👉 https://www.hacklacrise.fr/

#Restezchezvous",NUMERIQUE,,INITIATIVE,MISE_RELATION,NR,,https://www.hacklacrise.fr/,Notre site internet : https://www.hacklacrise.fr/?fbclid=IwAR2a_RMnPjrGlllOnGs174BuA8vb7tZAIVW8_cPqS8baqNIjKqaNGs4sA9k  Facebook : https://www.facebook.com/hacklacrise/   Twitter : https://twitter.com/hacklacrise   Linkedin :  https://www.linkedin.com/company/hacklacrise/  Slack : https://app.slack.com/client/TV29E51SN/CV29E58R0/thread/GV9FNUKB4-1585479764.009600,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://static.wixstatic.com/media/b85f32_3e88e913e8c84ee3875565d4e82b7b51~mv2.png/v1/fill/w_252 h_252 al_c usm_0.66_1.00_0.01 blur_2/3.png,oui,fr,AH,NR,,OUI,04/02/2020
29,Masque X-Factor impression 3d,"Impression 3d d'un masque avec optimisation de l'utilisation de filtres certifiés :
via un cartouche pour multiplication usage X10. Le masque s’utilise avec un filtre changeable autant de fois que nécessaire. Il peut être utilisé avec un filtre fait à base de masque certifié au choix. 1 masque tissu certifié = 10 filtres",NUMERIQUE,,APP,NR,NR,,http://fabulous.com.co/blog/3d-printed-x-factor-mask-covid-19-fabulous-tech-center-proposal/,contact@fabulous.com.co ,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,,en,JPy,NR,,OUI,04/02/2020
30,NukaMe,En cette période durant laquelle l'aide mutuelle et l'accès aux bons conseils est crucial(e)  la plateforme NukaMe est à votre disposition gratuitement pour vous permettre d'aider les autres et/ou de solliciter de l'aide !,NUMERIQUE,,INITIATIVE,MISE_RELATION,NR,,https://www.nukame.com,twitter.com/NukaHelp,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,,fr,AH,NR,,OUI,04/02/2020
31,Robots Pepper pour Hôpitaux  pharmacies  magasins,Mise à disposition gratuite de robots humanoïdes pour soulager les soignants ou permettre des télé-visites pour les patients  ou en magasin pour informer les enfants sur la distanciation sociale,NUMERIQUE,,INITIATIVE,INFO,NR,,,Digital@softbankrobotics.com / twitter @SBReurope,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,peu d'info,en,JPy,NR,,OUI,04/02/2020
32,"""USINE PARTAGEE""",La Région Normandie et Le Dôme  en lien avec la Préfecture et l’Agence Régionale de Santé de Normandie  coordonnent un projet de production numérique à grand échelle de matériels de protection sanitaire réutilisables pour pallier la pénurie d’équipements des professionnels de santé et doter dans un second temps d’autres types de personnels. ,NUMERIQUE,,INITIATIVE,MISE_RELATION,NR,,http://www.ledome.info/index.php?page=fiche_agenda&id_manifestation=2315,mdebar@ledome.info,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,http://www.ledome.info/images/logoledome.png,oui,fr,AH,NR,,OUI,04/02/2020
33,MusicoTel,MusicoTel distribue gratuitement 4 messages téléphoniques dédiés à la situation du Covid19 pour équiper les entreprises TPE/PME et grands comptes afin qu'elles ne laissent pas les appelants sans réponse au téléphone. ,NUMERIQUE,,INITIATIVE,NR,NR,,https://www.musicotel.com/covid19.php,contact@musicotel.com,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://www.musicotel.com/img/logoM.png,oui,fr,AH,NR,,OUI,04/02/2020
34,mescoursensolo.fr,"mescoursensolo.fr ce service mis en place en collaboration avec le MENJ (Ministère de l’Education Nationale et de la Jeunesse)  héberge des banques de ressources numériques pour l’éducation couvrant de nombreuses disciplines de l’école au lycée (BRNE). Habituellement ces BRNE ne sont accessibles qu’aux enseignants pour un usage avec leurs élèves. mescoursensolo.fr est spécialement prévu pour les élèves  afin de leur permettre d’accéder directement aux collections BRNE  et à celles prévues pour les révisions du DNB en sciences et mathématiques conçues par différentes académies. Les élèves accèdent  sans authentification  à des contenus gratuits  de qualités (validation institutionnelle) et diversifiés (cours  exercices  vidéos  objets 3D...) couvrant les programmes du cycle 3 jusqu’au lycée. 
Le choix des activités peut se faire en autonomie ou sur les conseils des enseignants. ",NUMERIQUE,,INITIATIVE,NR,NR,,https://eco.tactileo.fr/sso/logon/mescoursensolo,@Maskott_Europe ; @TactileoEdu ; tactileo@maskott.com ; aide.tactileo.fr ; https://www.tactileo.com/education/ ,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://eco.tactileo.fr/Themes/FoundationTactileoTheme/Content/images/logo-v.edu.svg,oui,fr,AH,NR,,OUI,04/02/2020
35,Accompagnement dédiée aux ESN  cabinets de conseil et sociétés d'ingénierie ,"Anticipez dès maintenant la reprise : 
- Bilan rapide et précis sur la situation de vos consultants et de vos missions clients
- Cartographie de vos compétences disponibles et évaluation de celles nécessaires lors de la reprise
- Contrôle en temps réel de l'évolution des indicateurs clés (TACE  CA  Marge  TJM)
- Préparation d'un plan de staffing pour le redémarrage de l'activité",NUMERIQUE,,INITIATIVE,NR,NR,,https://www.whoz.com/,contact@whoz.com,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://www.whoz.com/public-assets/images/Logos/Blue_logo_baseline.svg?201910201040,oui,fr,AH,NR,,OUI,04/02/2020
36,VentiSim,Simulateur de respirateur artificiel pour la formation,NUMERIQUE,,INITIATIVE,NR,NR,,http://www.e-medys.com,@e_medys  leyaouanq@e-medys.com,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://www.e-medys.com/svg/en-tete.svg,oui,fr,AH,NR,,OUI,04/02/2020
37,AWS - Accompagnement COVID-19,"Les Amazon WorkSpaces Standard  Value et Performance est gratuit du 1er avril au 30 juin pour un maximum de 50 utilisateurs. Amazon Workspaces est une solution « Desktop as a Service » gérée et sécurisée.
Amazon WorkDocs  du 16 mars du 30 juin  sera gratuit jusqu’au premier TB pour un maximum de 50 utilisateurs. Amazon WorkDocs est un service de création  de stockage et de collaboration de contenu sécurisé et entièrement géré.
Amazon Chime est gratuit en version Pro du 4 mars au 30 juin pour les nouveaux utilisateurs du service. Amazon Chime est un service de communication qui permet de se réunir avec ses collaborateurs et de discuter avec ces derniers  mais également de passer des appels professionnels au sein de votre organisation comme en dehors  le tout à partir d'une simple application.",NUMERIQUE,,INITIATIVE,NR,NR,,https://aws.amazon.com/fr/remote-work-learning/,awsfranceforcovid19@amazon.com,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://commons.wikimedia.org/w/index.php?title=File:Amazon_Web_Services_Logo.svg&lang=fr&uselang=fr,oui,fr,AH,NR,,OUI,04/02/2020
38,E- SDIS$ANTE Covid-19,"Atraksis a développé l' écosystème «Tech et Secours » depuis plus d’un an.
Aujourd’hui  cela a notamment permis  de co-construire  avec la société Anamnèse  une solution pour le suivi médical des services de secours durant l'épidémie du COVID-19. 

Le SDIS 03 et le SDIS 78 déploient cette solution pour :
- Suivre l'état de santé des personnels engagés via un questionnaire quotidien personnalisé selon le patient et son contexte. 
- Faciliter et personnaliser le suivi via des télé-consultations
- Eviter une contagion dans les centres d'incendie et de secours
- S’assurer de la disponibilité de la ressource dans le cadre des plans de continuité d'activité. 
- Faciliter le classement automatique et assister le suivi des personnels à contacter en priorité

Ce dispositif peut se répliquer pour toute organisation et permettra d'anticiper le retour à la normal.
",NUMERIQUE,,INITIATIVE,NR,NR,,https://youtu.be/3-_CSLBUm8U,julien.fischer@atraksis.fr; jerome@anamnese.me,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,AH,NR,,OUI,04/02/2020
39,ICUBAM,real-time monitoring of intensive care unit (ICU),NUMERIQUE,,INITIATIVE,NR,NR,,https://icubam.github.io/about/,contact@icubam.net,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,en,JPy,NR,,OUI,04/02/2020
40,Covidivenivi.ci,Wiki graphe sur la covid-19 et sur les pandémies du point de vue scientifique  historique  économie  légal  artistique,NUMERIQUE,,INITIATIVE,NR,NR,,https://covidivenivi.ci,Twitter: covidivenivi.ci,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,NON,04/02/2020
41,Carte des petits commerces et restaurants faisant Drive et/ou livraison,En #Alsace nous avons mis en place une map recensant tous les drives et livraisons des commerces alsaciens en croisant les informations de tous les acteurs économiques du territoire complétés par un formulaire auprès des circuits courts.,NUMERIQUE,,INITIATIVE,NR,NR,,http://www.hopla-courses.alsace,nonomdm@gmail.com,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
42,maladiecoronavirus.fr (La Poste),Docaposte  filiale numérique du Groupe La Poste  avec l’«Alliance Digitale contre le Covid-19 » a lancé en seulement quelques jours le site maladiecoronavirus.fr qui permet au grand public d’évaluer gratuitement son état de santé dans le cadre de la lutte contre la propagation du coronavirus et de réduire la pression sur les services d’urgence. Il est le 1er site à être référencé par le ministère de la Santé. Jeudi 26 mars  Maladiecoronavirus.fr a enregistré plus de 5 millions de visiteurs et 3 5 millions de questionnaires complétés et 16% ont été dirigé vers le 15.,NUMERIQUE,,INITIATIVE,NR,NR,,https://maladiecoronavirus.fr/ ,https://twitter.com/Docapost?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
43,E-service et espace covid-19 sur laposte.fr,"La Poste modifie son organisation pour se recentrer sur ses missions essentielles tout en préservant la santé de ses clients et des postiers. Pour accompagner au mieux ses clients et soutenir les postières et postiers sur le terrain  elle a développé un espace questions/réponses spécial covid-19. Quels sont les bureaux de Poste ouverts ? ; Comment la Poste assure-t-elle la distribution des colis et du courrier ? 25 FAQ supplémentaires.
Une continuité de service par un numérique de confiance est assurée avec la dématérialisation des services. Pour les particuliers : envoi de lettres simples ou recommandées en ligne  affranchissement de Colissimo et envoi depuis sa boite aux lettres  impression de timbres  commande de timbres  d’enveloppes Prêt-à-Poster et d’emballages Colissimo. Pour les professionnels :  envoi de lettres simples ou recommandées en ligne  affranchissement de Colissimo  impression de timbres  commande de timbres  d’enveloppes Prêt-à-Poster et d’emballages Colissimo 
",NUMERIQUE,,INITIATIVE,NR,NR,,https://aide.laposte.fr/categorie/covid-19/ ,https://twitter.com/lisalaposte?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor ,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
44,Gratuité d’accès au « guichet numérique »  de Softeam  marque de Docaposte (filiale La Poste),Faciliter la communication entre les dirigeants des PME/TPE et leurs collaborateurs. Le portail vous permet également de maintenir un lien avec vos employés à distance en ces temps compliqués. Il propose en particulier les formulaires : Diagnostic de télétravail Déclaration de télétravail Arrêt maladie pour garde d’enfant  gestion des congés…,NUMERIQUE,,INITIATIVE,NR,NR,,https://www.e-citiz.com/covid-19-softeam-soutient-les-pme/ ,https://twitter.com/softeamgroup ,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
45,Gratuité plateforme Maileva (Docaposte/La Poste),"Avec sa plateforme Maileva  Docaposte propose 3 mois d’abonnement gratuit à ses outils 
numériques (e-facture  e-courrier  e-signature) pour les PME et TPE. 
",NUMERIQUE,,INITIATIVE,NR,NR,,https://www.maileva.com/nos-solutions/maileva-plateforme ,https://www.maileva.com/contactez-nous ,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
46,Dispositif « Devoirs à la maison » pour assurer la continuité pédagogique pour les élèves en déconnexion numérique,"Pour assurer la continuité pédagogique pour tous les élèves qui se trouvent en situation de déconnexion numérique.
> distribution de matériels informatiques disponibles dans les écoles et les établissements scolaires  en accord avec les communes/départements/régions. L’établissement scolaire gère l’inventaire de son stock et la liste des élèves bénéficiaires. Afin d’éviter tout déplacement des parents  La Poste est chargée de distribuer aux familles identifiées  les colis contenant le matériel informatique  en respectant les mesures de protection du dernier mètre  sans contact ni signature.
> développement par Docaposte d’une plateforme permettant aux établissements et aux enseignants d’y déposer les devoirs qui sont alors imprimés et envoyés par La Poste en format papier aux familles identifiées. Les familles sont ensuite invités à retourner gratuitement les devoirs faits  qui sont alors numérisés à réception et archivés pour en permettre la consultation par les établissements. 
",NUMERIQUE,,INITIATIVE,NR,NR,,,Géré au niveau des Directions académiques et des établissements,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
47,La Poste Mobile se mobilise avec des mesures exceptionnelles ,"> 20 Go de data offert pour le corps médical sur les Forfaits SIM et les Prépayés  ou doublement de l’enveloppe data sur les forfaits avec engagement (dans la limite de 60 Go). 
> Pour ses clients en situation de handicap : LPM offre deux heures de communication adaptée à leurs clients sourds ou malentendants au travers de leur centre relais téléphonique pour les deux prochaines semaines. Une communication facilitée par l’intervention d’un tiers sur trois canaux : une traduction en langue des signes française (LSF)  un codage en langage parlé connecté ou en sous-titrage des appels.",NUMERIQUE,,INITIATIVE,NR,NR,,https://www.lapostemobile.fr/,Pour en bénéficier : appeler le service client au 0805 305 041 (numéro gratuit) ou https://www.facebook.com/LaPosteMobile/,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
48,Allogarage,Liste des garages automobiles ouverts pendant le confinement,NUMERIQUE,,INITIATIVE,NR,NR,,https://www.allogarage.fr/covid19.html,https://twitter.com/allogarage,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
49,Allosmile,AlloSmile a breveté une solution permettant de mesurer la Satisfaction téléphonique des clients en temps réel partout dans le monde.,NUMERIQUE,,INITIATIVE,NR,NR,,https://www.allosmile.fr/,sebastien.sergent@allosmile.fr,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
50,L'EdTeh IONISx offre 5 cours en ligne ,IONISx  l'EdTech de IONIS Education Group  offre 5 formations en ligne avec le code #PREMIERE sur sa plateforme de cours en ligne. ,NUMERIQUE,,INITIATIVE,NR,NR,,https://ionisx.com ,Site  Twitter IONISx ou email : hello@ionisx.com,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
51,Symptômes Covid - Qui appeler ?,Une application qui permet de savoir qui appeler en cas de symptômes  basée sur les recommandations du Ministère de la Santé,NUMERIQUE,,INITIATIVE,NR,NR,,https://covid-19.urgences.app/,@judbd,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_initiative_2.png?raw=true,,https://docs.google.com/spreadsheets/d/1tjPv94ao5fyqLqQyPwUwUUE7b-mtJ3XKIuWj3OVnQHk/edit?usp=sharing,oui,fr,JPy,NR,,OUI,04/02/2020
1,💲 Appel aux dons - Les Paniers Solidaires | Offrir des paniers repas pour les soignants et les plus fragiles !,"Les dernières mesures de confinement pour faire face à l’épidémie de coronavirus ont bouleversé notre quotidien. La situation est devenue critique pour des milliers de personnes et particulièrement :

    les plus fragiles  comme  les personnes âgées et isolées  qui ne peuvent plus se déplacer au risque de s’exposer  ou obtenir de l’aide à domicile ;
    les personnes en situation de grande précarité ou  les SDF dépendants des organisations sociales et associatives ;
     les soignants  qui  en première ligne pour sauver des vies  se retrouvent épuisés sans une minute à eux pour se nourrir correctement ou faire quelques courses.

Pour  sans attendre  leur venir en aide  nous avons uni nos forces et avons monté ce collectif  ici présenté  pour permettre le financement de paniers (repas et produits d’hygiène) qui leur seront directement livrés. Deux acteurs majeurs mobilisés sur le terrain  l'Assistance Publique - Hôpitaux de Paris et la Croix-Rouge Française*  assureront l'identification des bénéficiaires.",NUMERIQUE,PROTECTION,APP,NR,NR,Les Paniers Solidaires,👉 https://fr.ulule.com/paniers-solidaires/,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://fr.ulule.com/paniers-solidaires/,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
2,🎈 Plateforme de missions | Moteur de recherche - comment répondre à la crise du covid19,Entraide et auto-organisation pour répondre à la pandémie !,NUMERIQUE,PROTECTION,APP,NR,NR,Covid Initiatives,👉 https://covid-initiatives.org/,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://covid-initiatives.org/,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
3,🎈 Plateforme de missions | Rejoindre des projets open source contre le Covid-19,"We are curating open-source initiatives combating the Covid-19 pandemic. Browse these software  hardware  and data projects you can use or contribute to!

Open Source Software
As Covid-19 spreads  OSS initiatives have sprung up rapidly to address the crisis. Here is a list of software projects helping societies fight the virus.

Open Data - Data Science
Monitoring the spread of Covid-19 is essential to control it. Here is a list of projects using data science against the coronavirus

Open Source Hardware
Testing for Covid-19 is necessary to prevent it from spreading. New open source hardware initiatives are trying to make the process easier  cheaper and accessible.",NUMERIQUE,PROTECTION,APP,NR,NR,Ovio,👉 Explorer les projets : https://explore.ovio.org/covid-19/,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 Explorer les projets : https://explore.ovio.org/covid-19/,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
4,💪 Mission disponible | Enrichir un simulateur de prestations sociales  notamment les aides au maintien dans un logement,"Bonjour  je m'appelle Thomas je travaille (sur mon temps libre) sur un simulateur de prestations sociales à destination des particuliers et des personnes qui les accompagnent : mes-aides.org
On cherche à ajouter le plus rapidement possible les aides au maintien dans un logement  il en existe grosso modo 1 par département. Plus d'informations si vous avez 5/10 minutes pour contribuer 🙂 ",NUMERIQUE,PROTECTION,APP,NR,NR,mes-aides.org,👉 https://github.com/mes-aides/simulateur/wiki/Aides-au-maintien-dans-un-logement,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://github.com/mes-aides/simulateur/wiki/Aides-au-maintien-dans-un-logement,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
5,💪 Mission disponible | Renseigner mes compétences ou ce que peut offrir mon entreprise  pour être contacté.e.s par les hôpitaux,"Le site ""J'aide l'Hôpital"" est développé et maintenu par le Fonds FHF Recherche & Innovation. Il a pour vocation de recueillir et de centraliser toutes les propositions d'aide faites par les entreprises et les particuliers  à destination des établissements publics de santé.",NUMERIQUE,PROTECTION,APP,NR,NR,Fonds FHF,👉 http://www.jaidelhopital.fr/,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 http://www.jaidelhopital.fr/,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
6,🎈 Plateforme de missions | Devenir volontaire en ligne pour l'ONU,"Le programme Volontaires des Nations Unies (VNU) contribue à la paix et au développement au travers du volontariat. Le volontariat en ligne permet aux organisations et aux volontaires de s’associer pour répondre aux défis du développement durable – partout dans le monde  à partir de n’importe quel appareil. Le volontariat en ligne est rapide  facile - et surtout  efficace. Lorsque des individus compétents et passionnés unissent leurs forces en ligne avec des organisations qui œuvrent pour le développement durable  chacun y gagne.

De nombreuses façons de se porter volontaire :
+ Rédaction et relecture
+ Traduction
+ Enseignement & formation
+ Art & design
+ Développement et gestion de projet
+ Sensibilisation & plaidoyer
+ Recherche
+ Développement informatique
+ Action communautaire
+ Administration
+ Services de santé
+ Leadership & stratégie
+ Organisation d'événements
+ COVID-19 Response",NUMERIQUE,PROTECTION,APP,NR,NR,ONU,👉 https://www.onlinevolunteering.org/fr,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://www.onlinevolunteering.org/fr,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
7,💪 Mission disponible | Traduire des messages de santé publique essentiels en un travail qui engagera et informera  en lien avec l'ONU ,"Use any creative medium to produce work that captures one of the coronavirus key messages below  in a clear  impactful and shareable way : 

For the first time  the United Nations has issued a global call to action asking entrepreneurs  creatives and networkers to contribute their various skills to produce content about COVID-19 precautionary measures. The UN has issued six separate briefs based around six key areas of public activation that it has identified as most essential right now. They are: Personal hygiene  Social distancing  Know the symptoms  Kindness contagion  Myth-busting  Do more  donate
",NUMERIQUE,PROTECTION,APP,NR,NR,ONU,👉 https://www.talenthouse.com/i/united-nations-global-call-out-to-creatives-help-stop-the-spread-of-covid-19,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://www.talenthouse.com/i/united-nations-global-call-out-to-creatives-help-stop-the-spread-of-covid-19,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
8,💪 Mission disponible | Développer une solution pour prédire le déclenchement d'une future épidémie  en participant au challenge du MIT,"MIT Solve is seeking tech innovators who can build solutions to slow and track the spread of future emerging virus outbreaks. For example  hygienic technology  low-cost rapid diagnostics  data analysis software that improves decision making and tools that will protect healthcare workers. Additionally  they are seeking solutions that will strengthen society by enhancing access to affordable primary healthcare systems and improve disease surveillance systems and healthcare supply chains. Think you are up for this challenge? Get involved HERE.
",NUMERIQUE,PROTECTION,APP,NR,NR,MIT,👉 https://solve.mit.edu/challenges/health-security-pandemics,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://solve.mit.edu/challenges/health-security-pandemics,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
